,SalDoc_InternalNo,SalDocItem_ArtInternalNo
7509,5857431,251655
7510,5857431,251656
7511,5857431,103338
7512,5857431,59701
7513,5857431,241863
7514,5857431,304429
7515,5857439,80170
7516,5857439,43273
7517,5857443,30086
7518,5857443,30076
7519,5857443,30077
7520,5857443,30079
7521,5857443,30081
7522,5857443,30078
7523,5857443,182418
7524,5857443,123705
7525,5857443,30973
7526,5857443,266365
7527,5857443,74906
7528,5857443,100510
7529,5857443,30086
7530,5857443,30087
7531,5857443,30086
7532,5857443,30088
7533,5857443,30091
7534,5857443,30081
7535,5857443,30098
7536,5857443,30102
7537,5857443,30091
7538,5857443,30079
7539,5857443,30086
7540,5857443,30088
7541,5857443,30077
7542,5857443,123705
7543,5857443,33572
7544,5857443,36954
7545,5857443,307422
7546,5857443,61553
7547,5857443,52218
7548,5857443,31450
7549,5857443,48246
7550,5857443,37480
7551,5857443,57141
7552,5857443,182418
7553,5857443,34146
7554,5857443,34150
7555,5857443,34149
7556,5857443,34152
7557,5857443,34155
7558,5857443,1077
7559,5857443,258025
7560,5857443,271438
7561,5857443,30087
7562,5857443,241867
7563,5857443,270993
7564,5857443,30979
7565,5857443,248148
7566,5857443,106213
7567,5857443,170663
7568,5857443,106215
7569,5857443,285335
7570,5857443,285337
7571,5857443,285339
7572,5857443,30089
7573,5857443,285338
7574,5857443,286906
7575,5857443,50012
7576,5857443,30981
7577,5857443,106212
7578,5857443,30091
7579,5857443,30095
7580,5857449,153444
7581,5857449,264570
7582,5857450,153001
7583,5857450,54496
7584,5857450,28207
7585,5857450,37511
7586,5857450,270993
7587,5857450,37423
7588,5857455,282900
7589,5857455,281145
7590,5857457,256073
7591,5857457,304452
7592,5857457,37319
7593,5857457,37293
7594,5857457,259360
7595,5857457,2335
7596,5857457,47788
7597,5857457,2337
7598,5857457,47784
7599,5857459,49839
7600,5857459,117836
7601,5857459,34651
7602,5857459,257814
7603,5857459,37293
7604,5857459,252993
7605,5857460,30089
7606,5857460,253800
7607,5857460,253803
7608,5857460,51909
7609,5857460,247212
7610,5857460,181584
7611,5857463,304426
7612,5857463,31450
7613,5857463,37435
7614,5857466,75409
7615,5857466,286171
7616,5857467,30095
7617,5857467,30658
7618,5857467,28201
7619,5857467,253548
7620,5857467,51909
7621,5857467,47808
7622,5857467,47806
7623,5857467,37497
7624,5857467,39495
7625,5857467,270588
7626,5857468,49313
7627,5857468,34149
7628,5857468,34152
7629,5857468,34151
7630,5857468,34146
7631,5857468,106213
7632,5857468,153040
7633,5857468,41583
7634,5857468,34148
7635,5857468,106211
7636,5857468,254294
7637,5857468,254298
7638,5857468,31450
7639,5857468,111074
7640,5857468,47877
7641,5857468,247352
7642,5857468,83956
7643,5857469,275623
7644,5857469,287500
7645,5857470,47875
7646,5857470,32773
7647,5857470,253844
7648,5857470,252488
7649,5857470,168292
7650,5857470,261359
7651,5857470,264910
7652,5857470,75206
7653,5857470,38371
7654,5857470,40263
7655,5857475,117836
7656,5857475,52655
7657,5857475,97491
7658,5857475,34651
7659,5857476,31821
7660,5857476,31826
7661,5857476,31826
7662,5857486,268513
7663,5857486,268514
7664,5857486,268512
7665,5857486,268511
7666,5857489,47245
7667,5857489,2334
7668,5857489,46692
7669,5857489,46680
7670,5857490,259487
7671,5857490,259364
7672,5857490,264780
7673,5857491,51725
7674,5857491,37435
7675,5857491,41598
7676,5857491,47072
7677,5857491,304760
7678,5857498,181594
7679,5857498,49313
7680,5857498,50012
7681,5857498,55437
7682,5857498,304545
7683,5857498,42181
7684,5857498,31450
7685,5857498,31445
7686,5857498,54026
7687,5857501,43263
7688,5857501,53768
7689,5857501,43169
7690,5857501,43167
7691,5857501,27798
7692,5857501,167609
7693,5857501,79786
7694,5857501,253896
7695,5857501,37319
7696,5857501,251370
7697,5857501,37064
7698,5857501,53772
7699,5857501,45475
7700,5857501,304730
7701,5857501,2333
7702,5857501,2334
7703,5857501,2335
7704,5857501,251289
7705,5857505,52218
7706,5857505,229243
7707,5857505,41768
7708,5857505,41764
7709,5857505,229246
7710,5857505,285316
7711,5857505,304719
7712,5857505,35831
7713,5857505,35796
7714,5857506,74630
7715,5857506,1231
7716,5857506,1232
7717,5857506,257886
7718,5857506,2334
7719,5857506,30094
7720,5857506,30091
7721,5857506,178608
7722,5857506,41744
7723,5857506,41746
7724,5857512,31450
7725,5857512,43169
7726,5857512,33596
7727,5857512,49313
7728,5857513,1231
7729,5857513,38004
7730,5857513,286816
7731,5857513,265313
7732,5857513,305137
7733,5857513,305138
7734,5857513,305139
7735,5857513,2337
7736,5857513,37416
7737,5857514,52180
7738,5857514,252991
7739,5857514,117836
7740,5857514,49831
7741,5857514,31450
7742,5857514,31445
7743,5857514,34146
7744,5857514,34149
7745,5857514,34147
7746,5857514,50012
7747,5857514,52460
7748,5857514,266380
7749,5857515,34570
7750,5857515,36892
7751,5857515,31445
7752,5857515,31450
7753,5857515,34285
7754,5857515,33596
7755,5857518,54484
7756,5857518,30078
7757,5857518,31450
7758,5857518,261309
7759,5857518,2331
7760,5857520,265380
7761,5857520,74689
7762,5857520,266446
7763,5857520,34651
7764,5857520,114476
7765,5857520,31445
7766,5857520,31450
7767,5857520,229429
7768,5857520,229430
7769,5857521,269237
7770,5857521,39429
7771,5857521,259094
7772,5857521,259095
7773,5857521,259096
7774,5857521,259097
7775,5857521,269238
7776,5857523,56958
7777,5857523,265880
7778,5857532,48246
7779,5857532,37497
7780,5857532,37480
7781,5857532,37481
7782,5857532,48300
7783,5857533,33195
7784,5857533,33197
7785,5857533,34617
7786,5857533,117836
7787,5857533,41767
7788,5857533,47125
7789,5857533,47126
7790,5857533,47127
7791,5857533,47128
7792,5857533,47130
7793,5857533,47132
7794,5857533,37319
7795,5857533,52234
7796,5857533,56619
7797,5857533,34285
7798,5857533,252990
7799,5857534,285754
7800,5857534,258244
7801,5857535,282869
7802,5857538,117836
7803,5857538,30975
7804,5857538,2338
7805,5857538,51250
7806,5857538,51909
7807,5857538,52458
7808,5857538,52457
7809,5857538,74937
7810,5857543,43169
7811,5857543,265377
7812,5857543,265321
7813,5857543,280525
7814,5857545,241867
7815,5857545,52792
7816,5857545,48953
7817,5857545,30091
7818,5857545,30095
7819,5857545,30085
7820,5857545,30089
7821,5857545,2335
7822,5857545,28202
7823,5857549,53226
7824,5857549,229243
7825,5857549,41768
7826,5857549,55275
7827,5857553,36968
7828,5857553,41583
7829,5857553,30709
7830,5857553,43169
7831,5857553,31445
7832,5857554,270476
7833,5857554,270474
7834,5857554,27780
7835,5857558,79782
7836,5857558,37277
7837,5857558,37416
7838,5857558,46602
7839,5857564,40362
7840,5857564,40386
7841,5857564,94822
7842,5857564,31450
7843,5857564,30100
7844,5857568,41635
7845,5857568,2337
7846,5857568,2334
7847,5857568,31628
7848,5857568,30378
7849,5857568,290502
7850,5857574,40858
7851,5857574,40858
7852,5857576,229246
7853,5857576,52555
7854,5857576,257967
7855,5857576,35110
7856,5857576,287815
7857,5857576,51909
7858,5857576,110973
7859,5857576,110975
7860,5857578,56187
7861,5857578,34671
7862,5857580,51632
7863,5857580,34230
7864,5857580,34651
7865,5857580,251320
7866,5857580,74630
7867,5857580,265321
7868,5857586,34563
7869,5857586,34560
7870,5857586,34562
7871,5857586,34559
7872,5857586,34561
7873,5857586,168306
7874,5857586,167608
7875,5857586,38004
7876,5857587,87041
7877,5857587,87042
7878,5857587,87040
7879,5857587,292028
7880,5857589,90091
7881,5857589,51137
7882,5857589,34149
7883,5857589,34148
7884,5857589,33596
7885,5857589,257294
7886,5857589,305458
7887,5857589,268605
7888,5857589,48066
7889,5857589,48068
7890,5857589,48067
7891,5857591,273188
7892,5857591,257832
7893,5857591,257749
7894,5857592,280551
7895,5857592,258315
7896,5857592,253359
7897,5857592,282184
7898,5857595,257293
7899,5857595,30086
7900,5857596,51909
7901,5857596,53773
7902,5857597,30099
7903,5857597,30097
7904,5857597,30103
7905,5857597,42246
7906,5857597,33006
7907,5857597,51066
7908,5857597,49313
7909,5857597,117836
7910,5857597,27798
7911,5857597,280531
7912,5857597,280539
7913,5857597,275372
7914,5857598,280531
7915,5857598,35107
7916,5857598,285483
7917,5857598,54225
7918,5857598,40837
7919,5857598,34651
7920,5857598,37319
7921,5857613,304732
7922,5857613,304732
7923,5857613,304732
7924,5857613,304732
7925,5857615,52072
7926,5857615,51040
7927,5857615,276137
7928,5857615,276133
7929,5857615,276126
7930,5857615,276127
7931,5857615,276132
7932,5857615,276131
7933,5857615,304859
7934,5857615,293444
7935,5857615,276138
7936,5857616,30094
7937,5857616,100506
7938,5857616,304732
7939,5857616,51137
7940,5857616,52460
7941,5857616,43169
7942,5857617,34146
7943,5857617,34150
7944,5857617,34149
7945,5857617,34148
7946,5857617,34152
7947,5857617,37422
7948,5857617,34651
7949,5857617,49313
7950,5857617,282795
7951,5857617,31451
7952,5857617,36943
7953,5857617,52140
7954,5857617,34146
7955,5857617,34150
7956,5857617,34149
7957,5857617,34148
7958,5857617,34152
7959,5857617,47981
7960,5857617,37410
7961,5857617,37410
7962,5857617,34651
7963,5857618,103705
7964,5857618,103682
7965,5857619,262609
7966,5857619,54209
7967,5857619,35104
7968,5857619,60932
7969,5857619,60931
7970,5857619,292028
7971,5857619,307422
7972,5857619,75217
7973,5857622,30086
7974,5857622,45976
7975,5857622,45352
7976,5857622,51137
7977,5857624,263304
7978,5857624,37435
7979,5857624,90121
7980,5857627,45475
7981,5857627,31450
7982,5857627,31445
7983,5857627,47807
7984,5857627,46459
7985,5857627,56803
7986,5857627,47808
7987,5857627,47806
7988,5857627,31559
7989,5857627,47765
7990,5857630,268511
7991,5857630,268514
7992,5857632,288985
7993,5857632,60430
7994,5857632,266347
7995,5857632,266345
7996,5857632,266340
7997,5857635,290084
7998,5857635,290084
7999,5857640,178294
8000,5857640,266440
8001,5857640,54576
8002,5857640,32310
8003,5857640,54496
8004,5857643,253815
8005,5857643,191950
8006,5857643,97491
8007,5857643,83542
8008,5857643,83544
8009,5857643,251612
8010,5857643,277851
8011,5857643,90091
8012,5857643,57051
8013,5857644,47806
8014,5857644,277521
8015,5857644,243673
8016,5857645,304652
8017,5857645,117773
8018,5857645,74710
8019,5857645,51250
8020,5857645,49839
8021,5857645,49313
8022,5857647,53053
8023,5857647,253800
8024,5857647,268604
8025,5857647,251611
8026,5857647,275636
8027,5857647,277595
8028,5857647,30652
8029,5857647,34402
8030,5857651,283013
8031,5857651,252738
8032,5857651,252744
8033,5857651,252737
8034,5857651,41598
8035,5857651,257294
8036,5857651,53775
8037,5857651,53768
8038,5857651,53773
8039,5857651,53772
8040,5857651,56603
8041,5857651,56715
8042,5857651,37410
8043,5857651,37416
8044,5857651,47806
8045,5857651,38004
8046,5857651,37999
8047,5857652,287437
8048,5857652,287435
8049,5857652,289629
8050,5857652,287436
8051,5857652,34651
8052,5857655,287731
8053,5857655,256073
8054,5857655,259360
8055,5857655,45475
8056,5857656,270474
8057,5857656,43263
8058,5857656,120359
8059,5857656,33196
8060,5857656,47806
8061,5857656,241818
8062,5857656,28206
8063,5857656,28205
8064,5857656,30092
8065,5857656,43272
8066,5857664,46453
8067,5857664,52561
8068,5857664,287024
8069,5857664,38284
8070,5857664,111222
8071,5857665,34188
8072,5857665,34193
8073,5857665,278503
8074,5857665,2334
8075,5857665,2335
8076,5857665,2336
8077,5857665,30089
8078,5857665,1077
8079,5857669,40847
8080,5857669,52523
8081,5857669,42179
8082,5857669,40999
8083,5857669,33169
8084,5857693,54065
8085,5857693,47806
8086,5857696,306034
8087,5857696,306035
8088,5857696,306033
8089,5857696,306032
8090,5857696,47243
8091,5857698,207992
8092,5857698,207993
8093,5857698,285133
8094,5857703,55898
8095,5857703,282569
8096,5857705,180545
8097,5857705,252502
8098,5857705,252510
8099,5857710,48153
8100,5857710,264814
8101,5857711,30095
8102,5857711,47243
8103,5857711,97491
8104,5857711,90121
8105,5857711,31388
8106,5857711,37068
8107,5857711,37065
8108,5857711,51137
8109,5857711,55027
8110,5857711,90102
8111,5857719,31250
8112,5857719,74710
8113,5857719,55437
8114,5857719,259029
8115,5857719,31450
8116,5857719,31448
8117,5857719,52465
8118,5857719,49839
8119,5857719,27800
8120,5857719,34617
8121,5857719,256073
8122,5857719,259360
8123,5857719,33958
8124,5857719,33968
8125,5857719,37293
8126,5857719,96963
8127,5857719,31522
8128,5857719,31542
8129,5857719,31533
8130,5857719,31552
8131,5857719,31551
8132,5857719,31523
8133,5857719,31524
8134,5857719,31540
8135,5857719,31530
8136,5857719,31521
8137,5857719,43169
8138,5857719,48246
8139,5857719,51632
8140,5857719,49917
8141,5857719,49080
8142,5857719,53024
8143,5857719,252993
8144,5857719,51909
8145,5857721,304792
8146,5857721,37383
8147,5857721,256073
8148,5857723,264646
8149,5857723,277550
8150,5857723,282159
8151,5857729,39423
8152,5857729,253346
8153,5857729,286816
8154,5857729,286817
8155,5857729,286818
8156,5857729,33572
8157,5857729,52460
8158,5857731,252421
8159,5857731,52918
8160,5857731,252735
8161,5857731,252744
8162,5857731,280536
8163,5857732,167254
8164,5857732,282790
8165,5857732,30089
8166,5857732,33595
8167,5857732,49912
8168,5858209,47470
8169,5858209,253388
8170,5858216,28201
8171,5858216,2335
8172,5858216,2337
8173,5858216,1232
8174,5858216,48574
8175,5858216,30077
8176,5858216,192280
8177,5858216,229517
8178,5858222,45677
8179,5858222,2331
8180,5858222,259487
8181,5858222,266342
8182,5858231,181596
8183,5858231,252421
8184,5858240,47809
8185,5858240,47243
8186,5858240,305148
8187,5858240,306967
8188,5858240,47806
8189,5858240,47807
8190,5858240,47808
8191,5858254,305432
8192,5858254,305146
8193,5858254,305145
8194,5858254,27798
8195,5858254,27800
8196,5858254,52790
8197,5858254,55082
8198,5858254,27779
8199,5858260,33049
8200,5858260,31445
8201,5858260,282048
8202,5858260,257363
8203,5858260,265270
8204,5858260,1231
8205,5858260,252745
8206,5858260,106019
8207,5858260,306967
8208,5858260,42179
8209,5858260,152936
8210,5858260,37320
8211,5858260,43169
8212,5858260,31450
8213,5858265,178552
8214,5858265,31128
8215,5858265,41598
8216,5858273,283464
8217,5858273,283487
8218,5858273,283496
8219,5858273,283494
8220,5858278,282125
8221,5858278,282128
8222,5858330,74940
8223,5858330,207730
8224,5858330,30128
8225,5858330,258720
8226,5858330,58201
8227,5858337,258473
8228,5858337,285947
8229,5858337,52465
8230,5858337,52466
8231,5858338,30088
8232,5858338,117836
8233,5858338,58111
8234,5858340,273279
8235,5858340,100511
8236,5858340,47243
8237,5858340,160472
8238,5858340,250738
8239,5858340,305148
8240,5858340,30095
8241,5858340,305149
8242,5858447,30078
8243,5858447,30089
8244,5858447,53053
8245,5858864,282932
8246,5858864,282633
8247,5858864,282634
8248,5858864,282632
8249,5858872,49313
8250,5858872,50012
8251,5858874,253829
8252,5858874,252606
8253,5858879,52353
8254,5858879,304436
8255,5858882,50397
8256,5858882,31450
8257,5858882,258434
8258,5858882,275903
8259,5858885,30095
8260,5858885,30085
8261,5858885,283584
8262,5858885,34146
8263,5858889,261309
8264,5858889,259487
8265,5858894,153063
8266,5858894,90126
8267,5858894,48574
8268,5858897,31448
8269,5858897,247861
8270,5858897,304422
8271,5858897,165581
8272,5858897,287730
8273,5858901,30089
8274,5858901,45677
8275,5858901,2331
8276,5858901,270800
8277,5858905,250748
8278,5858905,270476
8279,5858905,123705
8280,5858905,309221
8281,5858905,283651
8282,5858914,31867
8283,5858914,31865
8284,5858914,56544
8285,5858914,264970
8286,5858914,61457
8287,5858914,273527
8288,5858914,47467
8289,5858914,47469
8290,5858914,46454
8291,5858914,30652
8292,5858914,46455
8293,5858914,1232
8294,5858914,305145
8295,5858914,305146
8296,5858914,30085
8297,5858919,30090
8298,5858919,30080
8299,5858919,2331
8300,5858925,181619
8301,5858925,276123
8302,5858928,117836
8303,5858928,290579
8304,5858928,290578
8305,5858928,290576
8306,5858928,290577
8307,5858928,257489
8308,5858928,168032
8309,5858928,216384
8310,5858931,39078
8311,5858931,257992
8312,5858931,279764
8313,5858931,110973
8314,5858931,33598
8315,5858931,286923
8316,5858931,2334
8317,5858931,2335
8318,5858931,2331
8319,5858931,52459
8320,5858931,273677
8321,5858941,37422
8322,5858941,37382
8323,5858941,36954
8324,5858941,285482
8325,5858941,285483
8326,5858941,283819
8327,5858941,52972
8328,5858941,30237
8329,5858941,47739
8330,5858944,283037
8331,5858944,51803
8332,5858944,30980
8333,5858944,305145
8334,5858944,46436
8335,5858944,79782
8336,5858952,128029
8337,5858952,123693
8338,5858953,304459
8339,5858953,261689
8340,5858953,305516
8341,5858953,292006
8342,5858953,47243
8343,5858953,2593
8344,5858953,2594
8345,5858953,46438
8346,5858959,295307
8347,5858959,295306
8348,5858959,31445
8349,5858959,31450
8350,5858959,33196
8351,5858962,30087
8352,5858962,30089
8353,5858963,269049
8354,5858963,47073
8355,5858970,253800
8356,5858970,46606
8357,5858970,292028
8358,5858970,51909
8359,5858970,51137
8360,5858970,31473
8361,5858975,280532
8362,5858975,265377
8363,5858975,171759
8364,5858975,34149
8365,5858975,30095
8366,5858975,2332
8367,5858983,287730
8368,5858983,288985
8369,5858983,278472
8370,5858983,304386
8371,5858983,304376
8372,5858983,278467
8373,5858991,40753
8374,5858996,307410
8375,5858997,33573
8376,5858997,250747
8377,5858997,1231
8378,5858999,307726
8379,5858999,270558
8380,5858999,153787
8381,5858999,290094
8382,5858999,54256
8383,5859005,286853
8384,5859005,286851
8385,5859005,285898
8386,5859005,286852
8387,5859007,294105
8388,5859007,280537
8389,5859007,294105
8390,5859011,47433
8391,5859011,40744
8392,5859012,32670
8393,5859012,110885
8394,5859012,41796
8395,5859012,258933
8396,5859012,56599
8397,5859012,43169
8398,5859012,34586
8399,5859027,51632
8400,5859027,52792
8401,5859039,30090
8402,5859039,30095
8403,5859039,30082
8404,5859039,30092
8405,5859039,30088
8406,5859039,30090
8407,5859039,30088
8408,5859039,30095
8409,5859039,30082
8410,5859039,30092
8411,5859051,258924
8412,5859051,259102
8413,5859061,266388
8414,5859061,253827
8415,5859061,47806
8416,5859061,33572
8417,5859061,30087
8418,5859061,30088
8419,5859061,30089
8420,5859061,30077
8421,5859061,48014
8422,5859061,28202
8423,5859061,30086
8424,5859061,30076
8425,5859061,30090
8426,5859061,30079
8427,5859061,30088
8428,5859061,30097
8429,5859061,30101
8430,5859061,2337
8431,5859061,2334
8432,5859061,75207
8433,5859061,30088
8434,5859061,30078
8435,5859061,2332
8436,5859061,47788
8437,5859061,28202
8438,5859061,2335
8439,5859061,49831
8440,5859065,261309
8441,5859065,27798
8442,5859065,27799
8443,5859065,27803
8444,5859065,37511
8445,5859065,304754
8446,5859065,49027
8447,5859065,292825
8448,5859065,34651
8449,5859065,292825
8450,5859065,53039
8451,5859065,41301
8452,5859067,270476
8453,5859067,270477
8454,5859067,285899
8455,5859067,259530
8456,5859067,282923
8457,5859067,282922
8458,5859067,277912
8459,5859067,33598
8460,5859067,41603
8461,5859067,37384
8462,5859067,270540
8463,5859067,270539
8464,5859067,270541
8465,5859067,270537
8466,5859069,252328
8467,5859069,27798
8468,5859069,103338
8469,5859069,43265
8470,5859071,41628
8471,5859071,31445
8472,5859073,34655
8473,5859073,41630
8474,5859073,292075
8475,5859076,309441
8476,5859076,309442
8477,5859076,309443
8478,5859076,38004
8479,5859076,261309
8480,5859076,106019
8481,5859076,35206
8482,5859076,45643
8483,5859076,45646
8484,5859076,45644
8485,5859076,30088
8486,5859076,30095
8487,5859076,30089
8488,5859079,168282
8489,5859079,168282
8490,5859087,1043
8491,5859087,167608
8492,5859087,48211
8493,5859087,27779
8494,5859087,278826
8495,5859087,290178
8496,5859087,1077
8497,5859087,52458
8498,5859087,74931
8499,5859087,90093
8500,5859087,252993
8501,5859087,32310
8502,5859087,30088
8503,5859087,30089
8504,5859087,51632
8505,5859087,253896
8506,5859087,34157
8507,5859087,37293
8508,5859087,37511
8509,5859087,37422
8510,5859087,37438
8511,5859087,37416
8512,5859090,47243
8513,5859090,28205
8514,5859100,37065
8515,5859100,2331
8516,5859100,286813
8517,5859112,287815
8518,5859112,288983
8519,5859112,257768
8520,5859112,117836
8521,5859112,34652
8522,5859112,43550
8523,5859118,45360
8524,5859118,51137
8525,5859118,53775
8526,5859118,31450
8527,5859118,30088
8528,5859118,30087
8529,5859118,30091
8530,5859118,27798
8531,5859118,36892
8532,5859118,275603
8533,5859118,127652
8534,5859118,98349
8535,5859118,293157
8536,5859118,47981
8537,5859118,34636
8538,5859122,41796
8539,5859122,58232
8540,5859122,56466
8541,5859122,49313
8542,5859122,123705
8543,5859124,30855
8544,5859124,252991
8545,5859124,283013
8546,5859124,74656
8547,5859124,47808
8548,5859124,47806
8549,5859124,37422
8550,5859124,37416
8551,5859124,37454
8552,5859124,27779
8553,5859124,33598
8554,5859124,48766
8555,5859124,285211
8556,5859129,266353
8557,5859129,266343
8558,5859129,266344
8559,5859129,2334
8560,5859129,2335
8561,5859129,34651
8562,5859132,30086
8563,5859132,30076
8564,5859132,30078
8565,5859132,290596
8566,5859135,49554
8567,5859135,47806
8568,5859140,274055
8569,5859140,268212
8570,5859140,31476
8571,5859140,37511
8572,5859140,169830
8573,5859140,127395
8574,5859140,79785
8575,5859140,79782
8576,5859140,52458
8577,5859140,52459
8578,5859140,241901
8579,5859140,36858
8580,5859140,265393
8581,5859140,247856
8582,5859142,49313
8583,5859142,47740
8584,5859144,305548
8585,5859144,305460
8586,5859144,305546
8587,5859145,256119
8588,5859145,256121
8589,5859145,275751
8590,5859150,265377
8591,5859150,265321
8592,5859150,79785
8593,5859150,52792
8594,5859150,35104
8595,5859150,280525
8596,5859150,74902
8597,5859153,47400
8598,5859153,279725
8599,5859153,36928
8600,5859153,36966
8601,5859154,247245
8602,5859154,275670
8603,5859154,277428
8604,5859154,277427
8605,5859154,277429
8606,5859154,47245
8607,5859155,56466
8608,5859155,98588
8609,5859155,98589
8610,5859155,53014
8611,5859155,30076
8612,5859155,30079
8613,5859155,30081
8614,5859155,30084
8615,5859155,30085
8616,5859155,30086
8617,5859155,30094
8618,5859155,123121
8619,5859155,55172
8620,5859155,49313
8621,5859155,50012
8622,5859155,41796
8623,5859155,277202
8624,5859155,47765
8625,5859157,280529
8626,5859157,57087
8627,5859157,57089
8628,5859157,31472
8629,5859157,268946
8630,5859157,268948
8631,5859157,170662
8632,5859157,268949
8633,5859157,254298
8634,5859157,254294
8635,5859157,280530
8636,5859157,278533
8637,5859157,32378
8638,5859157,32377
8639,5859157,31823
8640,5859157,31825
8641,5859157,34564
8642,5859157,290193
8643,5859157,90125
8644,5859157,57141
8645,5859157,41275
8646,5859157,31472
8647,5859164,265318
8648,5859164,52750
8649,5859164,74935
8650,5859164,31450
8651,5859164,31445
8652,5859164,42179
8653,5859164,273323
8654,5859164,252993
8655,5859164,117836
8656,5859164,1043
8657,5859164,30086
8658,5859164,30087
8659,5859164,30091
8660,5859164,36201
8661,5859166,273470
8662,5859166,40836
8663,5859166,252781
8664,5859166,283659
8665,5859166,56726
8666,5859166,52353
8667,5859166,100509
8668,5859166,100509
8669,5859166,100510
8670,5859166,38004
8671,5859167,50942
8672,5859167,49244
8673,5859167,47470
8674,5859171,48574
8675,5859171,56421
8676,5859171,54207
8677,5859175,47806
8678,5859175,53402
8679,5859175,50658
8680,5859176,100509
8681,5859176,37481
8682,5859176,272745
8683,5859176,37511
8684,5859176,49839
8685,5859176,34190
8686,5859176,34193
8687,5859176,38930
8688,5859176,52509
8689,5859188,286779
8690,5859188,255076
8691,5859188,255080
8692,5859188,30080
8693,5859188,263282
8694,5859191,47877
8695,5859191,34187
8696,5859192,34805
8697,5859192,285291
8698,5859192,270800
8699,5859192,282207
8700,5859196,47243
8701,5859196,265416
8702,5859196,28207
8703,5859196,47806
8704,5859196,83542
8705,5859208,37480
8706,5859208,74940
8707,5859208,275603
8708,5859208,257683
8709,5859208,74656
8710,5859208,51137
8711,5859212,276280
8712,5859212,252488
8713,5859212,43168
8714,5859212,43167
8715,5859212,273252
8716,5859212,287819
8717,5859212,256465
8718,5859212,207993
8719,5859212,247861
8720,5859212,30081
8721,5859212,30079
8722,5859212,30085
8723,5859212,30086
8724,5859212,252738
8725,5859212,2334
8726,5859214,30116
8727,5859214,30095
8728,5859214,30089
8729,5859214,30088
8730,5859214,30086
8731,5859217,30100
8732,5859217,52940
8733,5859217,281199
8734,5859217,36892
8735,5859217,38004
8736,5859217,37991
8737,5859217,37969
8738,5859217,33030
8739,5859218,54494
8740,5859218,30100
8741,5859220,74921
8742,5859220,53671
8743,5859220,53676
8744,5859220,52770
8745,5859225,43169
8746,5859225,259526
8747,5859225,266337
8748,5859225,266406
8749,5859225,31450
8750,5859225,34764
8751,5859225,38380
8752,5859225,38379
8753,5859225,36918
8754,5859229,31823
8755,5859229,252492
8756,5859229,252488
8757,5859229,41755
8758,5859229,36818
8759,5859229,90121
8760,5859239,49353
8761,5859239,27803
8762,5859239,253850
8763,5859239,253860
8764,5859239,47515
8765,5859239,51909
8766,5859242,266347
8767,5859242,30116
8768,5859242,266346
8769,5859242,266349
8770,5859242,266337
8771,5859242,266336
8772,5859242,266362
8773,5859242,266360
8774,5859242,266338
8775,5859242,266340
8776,5859242,266350
8777,5859242,30968
8778,5859242,47937
8779,5859242,48014
8780,5859242,30976
8781,5859242,266353
8782,5859242,266345
8783,5859242,266348
8784,5859242,266343
8785,5859245,50546
8786,5859245,47243
8787,5859245,273279
8788,5859246,304508
8789,5859246,75804
8790,5859246,30085
8791,5859246,30076
8792,5859246,30092
8793,5859246,30088
8794,5859246,43169
8795,5859246,34146
8796,5859246,34150
8797,5859246,34149
8798,5859246,34148
8799,5859246,47115
8800,5859246,2334
8801,5859246,50836
8802,5859246,38004
8803,5859246,30091
8804,5859246,30081
8805,5859250,30606
8806,5859250,111074
8807,5859250,3030
8808,5859253,49313
8809,5859253,252993
8810,5859253,304434
8811,5859253,287819
8812,5859253,288985
8813,5859254,34362
8814,5859254,47808
8815,5859254,42015
8816,5859255,32377
8817,5859255,32378
8818,5859255,280661
8819,5859255,280666
8820,5859255,208692
8821,5859255,306630
8822,5859260,52790
8823,5859260,51632
8824,5859260,27798
8825,5859261,30094
8826,5859261,252626
8827,5859261,1077
8828,5859261,152828
8829,5859261,205968
8830,5859265,51137
8831,5859265,2335
8832,5859265,277204
8833,5859265,33475
8834,5859265,74656
8835,5859265,270474
8836,5859265,47807
8837,5859267,100508
8838,5859267,47243
8839,5859268,280615
8840,5859268,266440
8841,5859268,41783
8842,5859270,283291
8843,5859270,31450
8844,5859270,252328
8845,5859270,31445
8846,5859273,304231
8847,5859273,252748
8848,5859273,252756
8849,5859273,37435
8850,5859273,304284
8851,5859277,30089
8852,5859277,261586
8853,5859277,49313
8854,5859277,45352
8855,5859277,270784
8856,5859277,270783
8857,5859278,31450
8858,5859278,74931
8859,5859280,56600
8860,5859280,34345
8861,5859280,283270
8862,5859280,47431
8863,5859280,41638
8864,5859283,30974
8865,5859283,30973
8866,5859283,30078
8867,5859283,30091
8868,5859283,30081
8869,5859283,281145
8870,5859283,270622
8871,5859283,290576
8872,5859283,290577
8873,5859283,290578
8874,5859283,290579
8875,5859283,30344
8876,5859283,30343
8877,5859283,52460
8878,5859285,46440
8879,5859285,53014
8880,5859285,37403
8881,5859285,31388
8882,5859285,41559
8883,5859285,94872
8884,5859285,94839
8885,5859285,43267
8886,5859288,285291
8887,5859290,38004
8888,5859290,261309
8889,5859290,41796
8890,5859292,94869
8891,5859292,93062
8892,5859292,259102
8893,5859295,52792
8894,5859295,247855
8895,5859295,30086
8896,5859295,286010
8897,5859295,34146
8898,5859295,46484
8899,5859295,34158
8900,5859295,51909
8901,5859295,1232
8902,5859299,37068
8903,5859299,31445
8904,5859299,34651
8905,5859299,30344
