,SalDoc_InternalNo,SalDocItem_ArtInternalNo
6470,5856861,31450
6471,5856861,266364
6472,5856861,30973
6473,5856861,266343
6474,5856861,266346
6475,5856861,266336
6476,5856861,266348
6477,5856861,30091
6478,5856861,37403
6479,5856861,38762
6480,5856861,47328
6481,5856861,48481
6482,5856861,62251
6483,5856861,62250
6484,5856861,266364
6485,5856861,47877
6486,5856861,36021
6487,5856861,36016
6488,5856861,35998
6489,5856861,52466
6490,5856861,266361
6491,5856861,266357
6492,5856861,49313
6493,5856861,56466
6494,5856861,37405
6495,5856861,262816
6496,5856861,272790
6497,5856865,282040
6498,5856865,52933
6499,5856865,253359
6500,5856875,1071
6501,5856875,34652
6502,5856875,160502
6503,5856875,47889
6504,5856875,30091
6505,5856876,31512
6506,5856879,33598
6507,5856879,2335
6508,5856879,2337
6509,5856879,87183
6510,5856879,282790
6511,5856879,53850
6512,5856879,53844
6513,5856879,160478
6514,5856879,46693
6515,5856883,159375
6516,5856883,282791
6517,5856883,273470
6518,5856885,51909
6519,5856885,34158
6520,5856885,54227
6521,5856885,30081
6522,5856885,41639
6523,5856886,280824
6524,5856886,280752
6525,5856886,55082
6526,5856886,47806
6527,5856887,277013
6528,5856887,87200
6529,5856887,87183
6530,5856887,87183
6531,5856895,266350
6532,5856895,266346
6533,5856895,266347
6534,5856895,30080
6535,5856895,30091
6536,5856895,33577
6537,5856895,276031
6538,5856897,287646
6539,5856897,288985
6540,5856897,287644
6541,5856897,34839
6542,5856902,37064
6543,5856902,39500
6544,5856902,28202
6545,5856902,30078
6546,5856902,63716
6547,5856902,276282
6548,5856902,31823
6549,5856907,275623
6550,5856907,32999
6551,5856907,47983
6552,5856907,264847
6553,5856907,51137
6554,5856908,304436
6555,5856908,262051
6556,5856908,54256
6557,5856908,262862
6558,5856908,30090
6559,5856908,30095
6560,5856908,30088
6561,5856908,1043
6562,5856909,285211
6563,5856909,283835
6564,5856909,47113
6565,5856910,252993
6566,5856910,51909
6567,5856914,75221
6568,5856914,74931
6569,5856914,41803
6570,5856916,114476
6571,5856916,60932
6572,5856916,251319
6573,5856916,43276
6574,5856916,43169
6575,5856916,38931
6576,5856921,263305
6577,5856921,259015
6578,5856921,309254
6579,5856921,30095
6580,5856921,304414
6581,5856921,43758
6582,5856921,28201
6583,5856921,30089
6584,5856924,28202
6585,5856924,2331
6586,5856924,55473
6587,5856924,1231
6588,5856924,37416
6589,5856924,259336
6590,5856924,263137
6591,5856924,285117
6592,5856924,280408
6593,5856924,280410
6594,5856924,30523
6595,5856924,283659
6596,5856924,160473
6597,5856926,50011
6598,5856926,48229
6599,5856927,46680
6600,5856927,41756
6601,5856927,41764
6602,5856931,30094
6603,5856931,30088
6604,5856931,30081
6605,5856931,30079
6606,5856931,30078
6607,5856931,30089
6608,5856931,30091
6609,5856931,2331
6610,5856935,167608
6611,5856935,31286
6612,5856935,80169
6613,5856935,74695
6614,5856935,49048
6615,5856935,48073
6616,5856935,49839
6617,5856935,37491
6618,5856935,37490
6619,5856935,37481
6620,5856935,37484
6621,5856935,37483
6622,5856940,259487
6623,5856940,36385
6624,5856940,241877
6625,5856942,46797
6626,5856942,277137
6627,5856942,51909
6628,5856942,41709
6629,5856942,41711
6630,5856942,87036
6631,5856942,291958
6632,5856942,74940
6633,5856945,87183
6634,5856945,87263
6635,5856945,41815
6636,5856945,243695
6637,5856945,243696
6638,5856945,309254
6639,5856945,257969
6640,5856954,278089
6641,5856958,32325
6642,5856958,40791
6643,5856958,168294
6644,5856958,259525
6645,5856961,53053
6646,5856961,34617
6647,5856962,276279
6648,5856962,241867
6649,5856962,106215
6650,5856962,241975
6651,5856962,262050
6652,5856962,262051
6653,5856962,34150
6654,5856962,38422
6655,5856962,272469
6656,5856962,290500
6657,5856962,38852
6658,5856962,38858
6659,5856962,243882
6660,5856962,94845
6661,5856962,106212
6662,5856962,106211
6663,5856962,106213
6664,5856962,243298
6665,5856962,247352
6666,5856965,2331
6667,5856965,282790
6668,5856967,306655
6669,5856967,53014
6670,5856967,52750
6671,5856967,33599
6672,5856967,280546
6673,5856967,31450
6674,5856967,266356
6675,5856967,266350
6676,5856967,266360
6677,5856967,38762
6678,5856969,30089
6679,5856969,53026
6680,5856969,282791
6681,5856970,37422
6682,5856970,259487
6683,5856970,285264
6684,5856970,285265
6685,5856971,48263
6686,5856971,94870
6687,5856973,30087
6688,5856973,30089
6689,5856974,253388
6690,5856974,47347
6691,5856974,266380
6692,5856974,38020
6693,5856974,46277
6694,5856974,45360
6695,5856982,278111
6696,5856982,103358
6697,5856982,50228
6698,5856984,270418
6699,5856984,283012
6700,5856984,55572
6701,5856984,51909
6702,5856984,52458
6703,5856984,28201
6704,5856984,2335
6705,5856984,49313
6706,5856984,31448
6707,5856984,114476
6708,5856984,37511
6709,5856987,52248
6710,5856987,2334
6711,5856992,252993
6712,5856992,275641
6713,5856992,30337
6714,5856997,37410
6715,5856997,275670
6716,5856997,275670
6717,5856997,277820
6718,5856997,277821
6719,5856997,277819
6720,5856997,280292
6721,5856997,277826
6722,5856997,37383
6723,5856997,283013
6724,5856999,30090
6725,5856999,271000
6726,5856999,103295
6727,5856999,43170
6728,5856999,282146
6729,5856999,30092
6730,5856999,30095
6731,5856999,30085
6732,5856999,30089
6733,5856999,30091
6734,5856999,30102
6735,5856999,30078
6736,5857000,98608
6737,5857000,32310
6738,5857000,283449
6739,5857004,304436
6740,5857004,257489
6741,5857004,34652
6742,5857006,30091
6743,5857006,49313
6744,5857006,50012
6745,5857006,49554
6746,5857010,41615
6747,5857010,41603
6748,5857010,41608
6749,5857010,34149
6750,5857010,34146
6751,5857010,304949
6752,5857013,283449
6753,5857013,74807
6754,5857018,52523
6755,5857018,47765
6756,5857020,280238
6757,5857020,31732
6758,5857022,34152
6759,5857022,34150
6760,5857022,47807
6761,5857022,158996
6762,5857022,62257
6763,5857024,275344
6764,5857024,160472
6765,5857024,266446
6766,5857024,74689
6767,5857024,36810
6768,5857028,30359
6769,5857028,53777
6770,5857028,34651
6771,5857032,304414
6772,5857032,34559
6773,5857035,259526
6774,5857035,97527
6775,5857035,31450
6776,5857035,257294
6777,5857037,241986
6778,5857037,272510
6779,5857037,47132
6780,5857037,32309
6781,5857037,48173
6782,5857037,304962
6783,5857037,38020
6784,5857037,52180
6785,5857037,37403
6786,5857037,27778
6787,5857037,229426
6788,5857037,229427
6789,5857037,229429
6790,5857040,40279
6791,5857040,283499
6792,5857040,152967
6793,5857040,286170
6794,5857040,259070
6795,5857041,51909
6796,5857041,51631
6797,5857041,257294
6798,5857042,282766
6799,5857044,259072
6800,5857044,309292
6801,5857044,283013
6802,5857044,270476
6803,5857044,48211
6804,5857044,71993
6805,5857044,94868
6806,5857044,309087
6807,5857048,74931
6808,5857048,46971
6809,5857048,48855
6810,5857048,280532
6811,5857048,279764
6812,5857048,46603
6813,5857048,46598
6814,5857048,46419
6815,5857048,252751
6816,5857048,32995
6817,5857048,32806
6818,5857048,11065
6819,5857048,32996
6820,5857048,32805
6821,5857048,243898
6822,5857048,243897
6823,5857048,243899
6824,5857048,279723
6825,5857048,279725
6826,5857048,279722
6827,5857048,34560
6828,5857048,37435
6829,5857048,37422
6830,5857048,47981
6831,5857049,49163
6832,5857049,304732
6833,5857049,304733
6834,5857049,273184
6835,5857049,51909
6836,5857049,52457
6837,5857050,37064
6838,5857050,37065
6839,5857050,30089
6840,5857051,74937
6841,5857051,74934
6842,5857051,45475
6843,5857051,31450
6844,5857051,31448
6845,5857051,2334
6846,5857051,2335
6847,5857051,74936
6848,5857051,55173
6849,5857058,304733
6850,5857058,304732
6851,5857058,47889
6852,5857058,252993
6853,5857058,117836
6854,5857058,44920
6855,5857058,43495
6856,5857058,273537
6857,5857060,54576
6858,5857060,58182
6859,5857060,46971
6860,5857060,277200
6861,5857063,60404
6862,5857063,128020
6863,5857063,47115
6864,5857063,106212
6865,5857063,34345
6866,5857063,34364
6867,5857063,30606
6868,5857066,30095
6869,5857066,30085
6870,5857066,206807
6871,5857066,243673
6872,5857066,49313
6873,5857066,41803
6874,5857066,41801
6875,5857066,41800
6876,5857066,47806
6877,5857066,47808
6878,5857066,47807
6879,5857066,41796
6880,5857066,41791
6881,5857066,41790
6882,5857066,55572
6883,5857066,2337
6884,5857066,34284
6885,5857066,251289
6886,5857066,58197
6887,5857066,58199
6888,5857066,294104
6889,5857066,294106
6890,5857067,298755
6891,5857067,298763
6892,5857073,30090
6893,5857073,30100
6894,5857073,30086
6895,5857073,257324
6896,5857073,257790
6897,5857074,30102
6898,5857074,282048
6899,5857075,292834
6900,5857075,97489
6901,5857075,52527
6902,5857075,49084
6903,5857075,43170
6904,5857075,97491
6905,5857075,34805
6906,5857075,51137
6907,5857075,257324
6908,5857075,257790
6909,5857075,257548
6910,5857075,31450
6911,5857075,31448
6912,5857075,34146
6913,5857075,34150
6914,5857075,34149
6915,5857075,34152
6916,5857075,30606
6917,5857075,39951
6918,5857078,47243
6919,5857078,47544
6920,5857078,45867
6921,5857078,283142
6922,5857078,258924
6923,5857085,275678
6924,5857085,279861
6925,5857089,308693
6926,5857089,74940
6927,5857089,51137
6928,5857089,30076
6929,5857089,97491
6930,5857089,305048
6931,5857089,49302
6932,5857090,60932
6933,5857090,206667
6934,5857090,54065
6935,5857093,304733
6936,5857093,30087
6937,5857093,103371
6938,5857093,97491
6939,5857093,52404
6940,5857093,31388
6941,5857093,52460
6942,5857093,46448
6943,5857094,1231
6944,5857094,2334
6945,5857094,2331
6946,5857094,28205
6947,5857094,28204
6948,5857094,28206
6949,5857094,83956
6950,5857094,272411
6951,5857094,47806
6952,5857094,292219
6953,5857094,49313
6954,5857094,252745
6955,5857094,252733
6956,5857094,252741
6957,5857095,41894
6958,5857095,33577
6959,5857095,30095
6960,5857095,30089
6961,5857095,30091
6962,5857095,30088
6963,5857095,30086
6964,5857095,30076
6965,5857095,30087
6966,5857095,266380
6967,5857095,48059
6968,5857095,47591
6969,5857095,266363
6970,5857106,305495
6971,5857106,290583
6972,5857107,40199
6973,5857107,266440
6974,5857107,41615
6975,5857110,1231
6976,5857110,74931
6977,5857110,74933
6978,5857110,74935
6979,5857110,74934
6980,5857110,43169
6981,5857110,43167
6982,5857112,43276
6983,5857112,41642
6984,5857112,37065
6985,5857112,262809
6986,5857112,266404
6987,5857112,37422
6988,5857112,71996
6989,5857114,98608
6990,5857114,52460
6991,5857114,74940
6992,5857114,1232
6993,5857114,38371
6994,5857114,286853
6995,5857114,229599
6996,5857115,307726
6997,5857115,270558
6998,5857116,54484
6999,5857116,53245
7000,5857116,52770
7001,5857116,2331
7002,5857116,28202
7003,5857116,47243
7004,5857116,44920
7005,5857116,259524
7006,5857123,257324
7007,5857123,257548
7008,5857123,257790
7009,5857123,258141
7010,5857123,75221
7011,5857123,48495
7012,5857123,37597
7013,5857126,34569
7014,5857126,290607
7015,5857128,270516
7016,5857130,37403
7017,5857130,98587
7018,5857130,98589
7019,5857130,98592
7020,5857130,279721
7021,5857131,48574
7022,5857131,90121
7023,5857131,31450
7024,5857140,259094
7025,5857140,259095
7026,5857140,259095
7027,5857140,259096
7028,5857141,165208
7029,5857141,83956
7030,5857141,266347
7031,5857141,266350
7032,5857144,282630
7033,5857144,292916
7034,5857144,295253
7035,5857144,279779
7036,5857144,277891
7037,5857151,106212
7038,5857151,106215
7039,5857151,106211
7040,5857153,171759
7041,5857153,270993
7042,5857153,97521
7043,5857153,97525
7044,5857153,252330
7045,5857153,278513
7046,5857153,37489
7047,5857153,37498
7048,5857153,265377
7049,5857153,265321
7050,5857158,34345
7051,5857158,31867
7052,5857158,30975
7053,5857158,87038
7054,5857158,87038
7055,5857160,272510
7056,5857160,1077
7057,5857161,253346
7058,5857161,87263
7059,5857161,46446
7060,5857161,87264
7061,5857162,51003
7062,5857162,304949
7063,5857162,47806
7064,5857162,304711
7065,5857166,278089
7066,5857166,278086
7067,5857166,278087
7068,5857166,278088
7069,5857172,49584
7070,5857172,270476
7071,5857172,45475
7072,5857172,272411
7073,5857172,43169
7074,5857172,74656
7075,5857173,30086
7076,5857173,30091
7077,5857173,30088
7078,5857173,30087
7079,5857173,30078
7080,5857173,123705
7081,5857173,49313
7082,5857173,55027
7083,5857175,261426
7084,5857175,305148
7085,5857175,48246
7086,5857175,34150
7087,5857175,43495
7088,5857175,30136
7089,5857181,277851
7090,5857181,52972
7091,5857181,52466
7092,5857181,266440
7093,5857182,287815
7094,5857182,287731
7095,5857186,34150
7096,5857186,93012
7097,5857190,273178
7098,5857190,94869
7099,5857190,277301
7100,5857190,34652
7101,5857190,11065
7102,5857190,1231
7103,5857193,74593
7104,5857193,280751
7105,5857193,304251
7106,5857193,290151
7107,5857193,290153
7108,5857193,290150
7109,5857196,30103
7110,5857196,30091
7111,5857196,30081
7112,5857196,30087
7113,5857196,30077
7114,5857196,30089
7115,5857196,30098
7116,5857196,30102
7117,5857196,30088
7118,5857196,30078
7119,5857196,30080
7120,5857196,30090
7121,5857196,30086
7122,5857196,30076
7123,5857196,30082
7124,5857196,30092
7125,5857196,30096
7126,5857196,30094
7127,5857196,273253
7128,5857196,257329
7129,5857196,43274
7130,5857196,2331
7131,5857196,48574
7132,5857201,259524
7133,5857201,259498
7134,5857201,47981
7135,5857213,258449
7136,5857213,47243
7137,5857215,123616
7138,5857215,28202
7139,5857218,30089
7140,5857218,45523
7141,5857218,58182
7142,5857218,257768
7143,5857224,257294
7144,5857224,37319
7145,5857224,52464
7146,5857224,262610
7147,5857224,276123
7148,5857224,273619
7149,5857229,257453
7150,5857229,47243
7151,5857231,252492
7152,5857231,270477
7153,5857235,48706
7154,5857235,43169
7155,5857235,43167
7156,5857235,43168
7157,5857235,37511
7158,5857236,80174
7159,5857236,74695
7160,5857236,256073
7161,5857238,304606
7162,5857238,32756
7163,5857238,160478
7164,5857241,47394
7165,5857241,47395
7166,5857241,1231
7167,5857241,268605
7168,5857241,266349
7169,5857241,266360
7170,5857246,305145
7171,5857246,305146
7172,5857246,2331
7173,5857250,285965
7174,5857250,178342
7175,5857250,256053
7176,5857250,258123
7177,5857250,307258
7178,5857250,56065
7179,5857250,110886
7180,5857250,110885
7181,5857256,307726
7182,5857256,241867
7183,5857256,1232
7184,5857257,54343
7185,5857257,43267
7186,5857257,28205
7187,5857257,28204
7188,5857259,32322
7189,5857259,51083
7190,5857259,48246
7191,5857260,37060
7192,5857260,30372
7193,5857263,30095
7194,5857263,30085
7195,5857263,54244
7196,5857263,34158
7197,5857263,37302
7198,5857263,50912
7199,5857266,34684
7200,5857266,74695
7201,5857266,282800
7202,5857266,253895
7203,5857270,278202
7204,5857270,47243
7205,5857270,1231
7206,5857273,282665
7207,5857275,257324
7208,5857275,257790
7209,5857275,257548
7210,5857285,42015
7211,5857285,40376
7212,5857287,37068
7213,5857287,37065
7214,5857287,37064
7215,5857287,61457
7216,5857291,252737
7217,5857291,34285
7218,5857291,90091
7219,5857291,46593
7220,5857291,34617
7221,5857291,2334
7222,5857291,87248
7223,5857295,34150
7224,5857295,34151
7225,5857295,34146
7226,5857295,52464
7227,5857295,43167
7228,5857296,34146
7229,5857296,51909
7230,5857296,282208
7231,5857296,31450
7232,5857296,31445
7233,5857296,270781
7234,5857296,283037
7235,5857296,127600
7236,5857297,40847
7237,5857297,56544
7238,5857297,44934
7239,5857297,47349
7240,5857297,37410
7241,5857297,27798
7242,5857297,43169
7243,5857297,43167
7244,5857297,90126
7245,5857297,30369
7246,5857297,33598
7247,5857298,287647
7248,5857298,287648
7249,5857298,255077
7250,5857299,170521
7251,5857299,307726
7252,5857299,283835
7253,5857299,253060
7254,5857300,266361
7255,5857300,266346
7256,5857300,266349
7257,5857300,266345
7258,5857300,266360
7259,5857303,110886
7260,5857303,110885
7261,5857303,110968
7262,5857303,103392
7263,5857303,33195
7264,5857303,258927
7265,5857303,53775
7266,5857303,43273
7267,5857304,304711
7268,5857304,45867
7269,5857304,45976
7270,5857304,45352
7271,5857305,49084
7272,5857305,47113
7273,5857308,252990
7274,5857308,252509
7275,5857308,275641
7276,5857308,49839
7277,5857309,290084
7278,5857309,31450
7279,5857309,31445
7280,5857309,51790
7281,5857309,251613
7282,5857312,98346
7283,5857312,98360
7284,5857312,98359
7285,5857312,55437
7286,5857312,97491
7287,5857312,28204
7288,5857312,28205
7289,5857312,28207
7290,5857312,2331
7291,5857312,28202
7292,5857312,30102
7293,5857312,98348
7294,5857312,98344
7295,5857312,98350
7296,5857312,98349
7297,5857312,98347
7298,5857312,98356
7299,5857312,98358
7300,5857315,282615
7301,5857315,282617
7302,5857315,282618
7303,5857315,285593
7304,5857322,257489
7305,5857322,30091
7306,5857322,266398
7307,5857322,49313
7308,5857322,50012
7309,5857327,79957
7310,5857327,79958
7311,5857330,268558
7312,5857330,117836
7313,5857331,31389
7314,5857331,30078
7315,5857331,50012
7316,5857331,31387
7317,5857331,74593
7318,5857331,273619
7319,5857332,30089
7320,5857332,34040
7321,5857332,37319
7322,5857332,282784
7323,5857332,110973
7324,5857332,285965
7325,5857332,256053
7326,5857333,51632
7327,5857333,43261
7328,5857333,51083
7329,5857335,287731
7330,5857335,34652
7331,5857335,35104
7332,5857335,62230
7333,5857335,53273
7334,5857336,167252
7335,5857336,94826
7336,5857337,46601
7337,5857337,46603
7338,5857339,1077
7339,5857339,123705
7340,5857339,87263
7341,5857339,90130
7342,5857339,48014
7343,5857339,30095
7344,5857341,261689
7345,5857341,266342
7346,5857341,49794
7347,5857341,43579
7348,5857341,43581
7349,5857341,258118
7350,5857341,307459
7351,5857341,266397
7352,5857341,266389
7353,5857341,266392
7354,5857341,266391
7355,5857348,277000
7356,5857348,277763
7357,5857348,258019
7358,5857348,34339
7359,5857348,1077
7360,5857348,53378
7361,5857348,49554
7362,5857348,49084
7363,5857348,49839
